#
# File description : item to sprite
#
@FILENAME=E:\JEUX\DGEM\DGEM.DAT\IMAGES\ITEMS.IDX
@SEPARATOR=,
#
# Structure description
#
@COLUMN1=INT       # Type of item
@COLUMN2=INT       # Family of item
@COLUMN3=INT       # Id of item
@COLUMN4=INT       # Position of item in the view
@COLUMN5=INT       # if 0: sprite, if 1: mask
@COLUMN6=INT       # image id (corresponding to the IMAGES.DGI or into DGX)
#
# List of values
#
# Pavement crack
0,1,0,3,0,243
0,1,0,3,1,244
0,1,0,4,0,245
0,1,0,4,1,246
0,1,0,5,0,247
0,1,0,5,1,248
0,1,0,6,0,249
0,1,0,6,1,250
0,1,0,7,0,251
0,1,0,7,1,252
0,1,0,8,0,253
0,1,0,8,1,254
0,1,0,9,0,255
0,1,0,9,1,256
#
# ground moss
0,1,1,3,0,229
0,1,1,3,1,230
0,1,1,10,0,231
0,1,1,10,1,232
0,1,1,11,0,233
0,1,1,11,1,234
0,1,1,6,0,235
0,1,1,6,1,236
0,1,1,7,0,237
0,1,1,7,1,238
0,1,1,8,0,239
0,1,1,8,1,240
0,1,1,9,0,241
0,1,1,9,1,242
#
# puddle
0,1,2,3,0,257
0,1,2,3,1,258
0,1,2,4,0,259
0,1,2,4,1,260
0,1,2,5,0,261
0,1,2,5,1,262
0,1,2,6,0,263
0,1,2,6,1,264
0,1,2,7,0,265
0,1,2,7,1,266
0,1,2,8,0,267
0,1,2,8,1,268
0,1,2,9,0,269
0,1,2,9,1,270
0,1,2,10,0,271
0,1,2,10,1,272
0,1,2,11,0,273
0,1,2,11,1,274
#
# square grate
0,1,3,3,0,175
0,1,3,3,1,176
0,1,3,4,0,177
0,1,3,4,1,178
0,1,3,5,0,179
0,1,3,5,1,180
0,1,3,6,0,181
0,1,3,6,1,182
0,1,3,7,0,183
0,1,3,7,1,184
0,1,3,8,0,185
0,1,3,8,1,186
0,1,3,9,0,187
0,1,3,9,1,188
0,1,3,10,0,189
0,1,3,10,1,190
0,1,3,11,0,191
0,1,3,11,1,192
#
# round grate
0,1,4,3,0,193
0,1,4,3,1,194
0,1,4,4,0,195
0,1,4,4,1,196
0,1,4,5,0,197
0,1,4,5,1,198
0,1,4,6,0,199
0,1,4,6,1,200
0,1,4,7,0,201
0,1,4,7,1,202
0,1,4,8,0,203
0,1,4,8,1,204
0,1,4,9,0,205
0,1,4,9,1,206
0,1,4,10,0,207
0,1,4,10,1,208
0,1,4,11,0,209
0,1,4,11,1,210
#
# firepit
0,1,5,3,0,211
0,1,5,3,1,212
0,1,5,4,0,213
0,1,5,4,1,214
0,1,5,5,0,215
0,1,5,5,1,216
0,1,5,6,0,217
0,1,5,6,1,218
0,1,5,7,0,219
0,1,5,7,1,220
0,1,5,8,0,221
0,1,5,8,1,222
0,1,5,9,0,223
0,1,5,9,1,224
0,1,5,10,0,225
0,1,5,10,1,226
0,1,5,11,0,227
0,1,5,11,1,228
#
# altar of rebirth
1,1,0,0,0,275
1,1,0,0,1,276
1,1,0,1,0,277
1,1,0,1,1,278
1,1,0,2,0,279
1,1,0,2,1,280
1,1,0,3,0,281
1,1,0,3,1,282
1,1,0,4,0,283
1,1,0,4,1,284
1,1,0,5,0,285
1,1,0,5,1,286
1,1,0,6,0,287
1,1,0,6,1,288
1,1,0,7,0,289
1,1,0,7,1,290
1,1,0,8,0,291
1,1,0,8,1,292
1,1,0,9,0,293
1,1,0,9,1,294
1,1,0,10,0,295
1,1,0,10,1,296
1,1,0,11,0,297
1,1,0,11,1,298
1,1,0,12,0,299
1,1,0,12,1,300
#
# square alcove
1,1,1,0,0,327
1,1,1,1,0,328
1,1,1,1,1,329
1,1,1,2,0,330
1,1,1,2,1,331
1,1,1,3,0,332
1,1,1,4,0,333
1,1,1,4,1,334
1,1,1,5,0,335
1,1,1,5,1,336
1,1,1,6,0,337
1,1,1,7,0,338
1,1,1,8,0,339
1,1,1,9,0,340
1,1,1,9,1,341
1,1,1,10,0,342
1,1,1,10,1,343
1,1,1,11,0,344
1,1,1,12,0,345
#
# round alcove
1,1,2,0,0,301
1,1,2,0,1,302
1,1,2,1,0,303
1,1,2,1,1,304
1,1,2,2,0,305
1,1,2,2,1,306
1,1,2,3,0,307
1,1,2,3,1,308
1,1,2,4,0,309
1,1,2,4,1,310
1,1,2,5,0,311
1,1,2,5,1,312
1,1,2,6,0,313
1,1,2,6,1,314
1,1,2,7,0,315
1,1,2,7,1,316
1,1,2,8,0,317
1,1,2,8,1,318
1,1,2,9,0,319
1,1,2,9,1,320
1,1,2,10,0,321
1,1,2,10,1,322
1,1,2,11,0,323
1,1,2,11,1,324
1,1,2,12,0,325
1,1,2,12,1,326
#
# wall crack
1,2,0,0,0,346
1,2,0,0,1,347
1,2,0,1,0,348
1,2,0,1,1,349
1,2,0,2,0,350
1,2,0,2,1,351
1,2,0,3,0,352
1,2,0,3,1,353
1,2,0,4,0,354
1,2,0,4,1,355
1,2,0,5,0,356
1,2,0,5,1,357
1,2,0,6,0,358
1,2,0,6,1,359
1,2,0,7,0,360
1,2,0,7,1,361
1,2,0,8,0,362
1,2,0,8,1,363
1,2,0,11,0,364
1,2,0,11,1,365
1,2,0,12,0,366
1,2,0,12,1,367
#
# wall moss
#
1,2,1,0,0,368
1,2,1,0,1,369
1,2,1,1,0,370
1,2,1,1,1,371
1,2,1,2,0,372
1,2,1,2,1,373
1,2,1,3,0,374
1,2,1,3,1,375
1,2,1,4,0,376
1,2,1,4,1,377
1,2,1,5,0,378
1,2,1,5,1,379
1,2,1,6,0,380
1,2,1,6,1,381
1,2,1,7,0,382
1,2,1,7,1,383
1,2,1,8,1,384
1,2,1,11,1,385
1,2,1,12,1,386
#
# demon face
1,2,2,0,0,387
1,2,2,0,1,388
1,2,2,1,0,389
1,2,2,1,1,390
1,2,2,2,0,391
1,2,2,2,1,392
1,2,2,3,0,393
1,2,2,3,1,394
1,2,2,4,0,395
1,2,2,4,1,396
1,2,2,5,0,397
1,2,2,5,1,398
1,2,2,6,0,399
1,2,2,6,1,400
1,2,2,7,0,401
1,2,2,7,1,402
1,2,2,8,0,403
1,2,2,8,1,404
1,2,2,9,0,405
