104|2|0|0|New node 104|233|1|0|0|0|0|0|0|
105|2|64|0|New node 105|233|1|0|0|0|0|0|0|
106|2|128|0|New node 106|233|1|0|0|0|0|0|0|
107|2|192|0|New node 107|233|1|0|0|0|0|0|0|
108|2|259|0|New node 108|233|1|0|0|0|0|0|0|
109|2|4|16|New node 109|234|1|0|0|0|0|0|0|
110|2|68|16|New node 110|234|1|0|0|0|0|0|0|
111|2|132|16|New node 111|234|1|0|0|0|0|0|0|
112|2|196|16|New node 112|234|1|0|0|0|0|0|0|
113|2|258|16|New node 113|234|1|0|0|0|0|0|0|
114|2|5|32|New node 114|233|1|0|0|0|0|0|0|
115|2|69|32|New node 115|233|0|0|0|0|0|0|0|
117|2|197|32|New node 117|233|1|0|0|0|0|0|0|
118|2|261|32|New node 118|233|1|0|0|0|0|0|0|
119|2|10|48|New node 119|234|1|0|0|0|0|0|0|
120|2|73|48|New node 120|233|1|0|0|0|0|0|0|
121|2|137|48|New node 121|233|1|0|0|0|0|0|0|
122|2|201|48|New node 122|233|1|0|0|0|0|0|0|
123|2|265|48|New node 123|233|1|0|0|0|0|0|0|
124|2|8|64|New node 124|233|1|0|0|0|0|0|0|
125|2|72|64|New node 125|233|1|0|0|0|0|0|0|
126|2|136|64|New node 126|233|1|0|0|0|0|0|0|
127|2|200|64|New node 127|233|1|0|0|0|0|0|0|
128|2|264|64|New node 128|233|1|0|0|0|0|0|0|
116|2|133|32|New node 116|233|1|0|0|0|0|0|0|
12|2|0|68|stage thin slab|228|1|0|0|0|0|0|0|
13|2|32|68|stage thin slab|228|1|0|0|0|0|0|0|
14|2|64|68|stage thin slab|228|1|0|0|0|0|0|0|
15|2|96|68|stage thin slab|228|1|0|0|0|0|0|0|
16|2|128|68|stage thin slab|228|1|0|0|0|0|0|0|
17|2|160|68|stage thin slab|228|1|0|0|0|0|0|0|
18|2|192|68|stage thin slab|228|1|0|0|0|0|0|0|
19|2|224|68|stage thin slab|228|1|0|0|0|0|0|0|
20|2|256|68|stage thin slab|228|1|0|0|0|0|0|0|
21|2|288|68|stage thin slab|228|1|0|0|0|0|0|0|
22|2|0|73|stage big slab|227|1|0|0|0|0|0|0|
23|2|32|73|stage big slab|227|1|0|0|0|0|0|0|
24|2|64|73|stage big slab|227|1|0|0|0|0|0|0|
25|2|96|73|stage big slab|227|1|0|0|0|0|0|0|
26|2|128|73|stage big slab|227|1|0|0|0|0|0|0|
27|2|160|73|stage big slab|227|1|0|0|0|0|0|0|
28|2|192|73|stage big slab|227|1|0|0|0|0|0|0|
29|2|224|73|stage big slab|227|1|0|0|0|0|0|0|
30|2|256|73|stage big slab|227|1|0|0|0|0|0|0|
31|2|288|73|stage big slab|227|1|0|0|0|0|0|0|
67|2|0|82|wall|231|1|0|0|0|0|0|0|
68|2|64|82|wall|231|1|0|0|0|0|0|0|
69|2|128|82|wall|231|1|0|0|0|0|0|0|
70|2|192|82|wall|231|1|0|0|0|0|0|0|
71|2|256|82|wall|231|1|0|0|0|0|0|0|
72|2|128|130|wall|231|1|0|0|0|0|0|0|
73|2|128|114|wall|231|1|0|0|0|0|0|0|
74|2|128|98|wall|231|1|0|0|0|0|0|0|
75|2|288|130|wall|231|1|0|0|0|0|0|0|
76|2|289|114|wall|231|1|0|0|0|0|0|0|
77|2|287|98|wall|231|1|0|0|0|0|0|0|
78|2|-32|130|wall|231|1|0|0|0|0|0|0|
79|2|-32|114|wall|231|1|0|0|0|0|0|0|
80|2|-32|98|wall|231|1|0|0|0|0|0|0|
81|2|18|114|left arch|241|1|0|0|0|0|0|0|
82|2|8|105|left arch|239|1|0|0|0|0|0|0|
83|2|24|89|left arch|244|1|0|0|0|0|0|0|
84|2|48|88|left arch|237|1|0|0|0|0|0|0|
85|2|73|88|left arch|243|1|0|0|0|0|0|0|
86|2|88|88|left arch|238|1|0|0|0|0|0|0|
87|2|113|89|left arch|245|1|0|0|0|0|0|0|
88|2|110|105|left arch|240|1|0|0|0|0|0|0|
89|2|119|114|left arch|242|1|0|0|0|0|0|0|
90|2|178|114|right arch|241|1|0|0|0|0|0|0|
91|2|168|105|right arch|239|1|0|0|0|0|0|0|
92|2|184|89|right arch|244|1|0|0|0|0|0|0|
93|2|208|88|right arch|237|1|0|0|0|0|0|0|
94|2|233|88|right arch|243|1|0|0|0|0|0|0|
95|2|248|88|right arch|238|1|0|0|0|0|0|0|
96|2|273|89|right arch|245|1|0|0|0|0|0|0|
97|2|270|105|right arch|240|1|0|0|0|0|0|0|
98|2|279|114|right arch|242|1|0|0|0|0|0|0|
32|2|0|146|down thin slab|228|1|0|0|0|0|0|0|
33|2|32|146|down thin slab|228|1|0|0|0|0|0|0|
34|2|64|146|down thin slab|228|1|0|0|0|0|0|0|
35|2|96|146|down thin slab|228|1|0|0|0|0|0|0|
36|2|128|146|down thin slab|228|1|0|0|0|0|0|0|
37|2|160|146|down thin slab|228|1|0|0|0|0|0|0|
38|2|192|146|down thin slab|228|1|0|0|0|0|0|0|
39|2|224|146|down thin slab|228|1|0|0|0|0|0|0|
40|2|256|146|down thin slab|228|1|0|0|0|0|0|0|
41|2|288|146|down thin slab|228|1|0|0|0|0|0|0|
42|2|0|151|down big slab|227|1|0|0|0|0|0|0|
43|2|32|151|down big slab|227|1|0|0|0|0|0|0|
44|2|64|151|down big slab|227|1|0|0|0|0|0|0|
45|2|96|151|down big slab|227|1|0|0|0|0|0|0|
46|2|128|151|down big slab|227|1|0|0|0|0|0|0|
47|2|160|151|down big slab|227|1|0|0|0|0|0|0|
48|2|192|151|down big slab|227|1|0|0|0|0|0|0|
49|2|224|151|down big slab|227|1|0|0|0|0|0|0|
50|2|256|151|down big slab|227|1|0|0|0|0|0|0|
51|2|288|151|down big slab|227|1|0|0|0|0|0|0|
102|2|-1|0|left brick limit|229|1|0|0|0|0|0|0|
103|2|-1|16|left brick limit|229|1|0|0|0|0|0|0|
101|2|-1|32|left brick limit|229|1|0|0|0|0|0|0|
100|2|-1|48|left brick limit|229|1|0|0|0|0|0|0|
99|2|-1|64|left brick limit|229|1|0|0|0|0|0|0|
52|2|-1|80|left brick limit|229|1|0|0|0|0|0|0|
53|2|-1|96|left brick limit|229|1|0|0|0|0|0|0|
54|2|-1|112|left brick limit|229|1|0|0|0|0|0|0|
55|2|-1|128|left brick limit|229|1|0|0|0|0|0|0|
56|2|-1|144|left brick limit|229|1|0|0|0|0|0|0|
57|2|304|0|right brick limit|230|1|0|0|0|0|0|0|
58|2|304|16|right brick limit|230|1|0|0|0|0|0|0|
59|2|304|32|right brick limit|230|1|0|0|0|0|0|0|
60|2|304|48|right brick limit|230|1|0|0|0|0|0|0|
61|2|304|64|right brick limit|230|1|0|0|0|0|0|0|
62|2|304|80|right brick limit|230|1|0|0|0|0|0|0|
63|2|304|96|right brick limit|230|1|0|0|0|0|0|0|
64|2|304|112|right brick limit|230|1|0|0|0|0|0|0|
65|2|304|128|right brick limit|230|1|0|0|0|0|0|0|
66|2|304|144|right brick limit|230|1|0|0|0|0|0|0|
1|2|255|46|upper ladder|63|1|0|0|0|0|0|0|
2|2|255|23|upper ladder|63|1|0|0|0|0|0|0|
3|2|255|0|upper ladder|63|1|0|0|0|0|0|0|
4|2|146|37|center ladder|63|1|0|0|0|0|0|0|
5|2|146|59|center ladder|63|1|0|0|0|0|0|0|
6|2|146|82|center ladder|63|1|0|0|0|0|0|0|
7|2|146|105|center ladder|63|1|0|0|0|0|0|0|
8|2|146|128|center ladder|63|1|0|0|0|0|0|0|
9|2|36|101|down ladder|63|1|0|0|0|0|0|0|
10|2|36|124|down ladder|63|1|0|0|0|0|0|0|
11|2|36|147|down ladder|63|1|0|0|0|0|0|0|
