cntcol LDV running on image 1424x1001, 8 bitplanes:
-------|--------------------
| Line | # unique colors |
|     0|                2|
|     1|                2|
|     2|                2|
|     3|                2|
|     4|                2|
|     5|                2|
|     6|                2|
|     7|                2|
|     8|                2|
|     9|                2|
|    10|                2|
|    11|                2|
|    12|               36|
|    13|               36|
|    14|               38|
|    15|               37|
|    16|               33|
|    17|               36|
|    18|               37|
|    19|               36|
|    20|               34|
|    21|               34|
|    22|               35|
|    23|               37|
|    24|               35|
|    25|               34|
|    26|               38|
|    27|               39|
|    28|               35|
|    29|               34|
|    30|               36|
|    31|               34|
|    32|               35|
|    33|               33|
|    34|               36|
|    35|               37|
|    36|               36|
|    37|               38|
|    38|               39|
|    39|               37|
|    40|               39|
|    41|               38|
|    42|               36|
|    43|               37|
|    44|               35|
|    45|               37|
|    46|               38|
|    47|               35|
|    48|               38|
|    49|               36|
|    50|               37|
|    51|               40|
|    52|               37|
|    53|               37|
|    54|               37|
|    55|               36|
|    56|               38|
|    57|               40|
|    58|               38|
|    59|               41|
|    60|               41|
|    61|               41|
|    62|               42|
|    63|               41|
|    64|               43|
|    65|               44|
|    66|               48|
|    67|               45|
|    68|               48|
|    69|               45|
|    70|               44|
|    71|               43|
|    72|               45|
|    73|               47|
|    74|               44|
|    75|               44|
|    76|               46|
|    77|               47|
|    78|               45|
|    79|               45|
|    80|               48|
|    81|               46|
|    82|               45|
|    83|               47|
|    84|               45|
|    85|               47|
|    86|               48|
|    87|               45|
|    88|               42|
|    89|               45|
|    90|               45|
|    91|               45|
|    92|               47|
|    93|               49|
|    94|               45|
|    95|               47|
|    96|               45|
|    97|               46|
|    98|               46|
|    99|               43|
|   100|               43|
|   101|               45|
|   102|               45|
|   103|               42|
|   104|               43|
|   105|               43|
|   106|               44|
|   107|               45|
|   108|               48|
|   109|               47|
|   110|               44|
|   111|               39|
|   112|               45|
|   113|               45|
|   114|               44|
|   115|               45|
|   116|               46|
|   117|               45|
|   118|               45|
|   119|               45|
|   120|               48|
|   121|               46|
|   122|               47|
|   123|               47|
|   124|               47|
|   125|               44|
|   126|               46|
|   127|               45|
|   128|               44|
|   129|               47|
|   130|               46|
|   131|               46|
|   132|               46|
|   133|               43|
|   134|               43|
|   135|               45|
|   136|               47|
|   137|               44|
|   138|               45|
|   139|               45|
|   140|               45|
|   141|               49|
|   142|               46|
|   143|               45|
|   144|               50|
|   145|               51|
|   146|               53|
|   147|               50|
|   148|               52|
|   149|               50|
|   150|               48|
|   151|               48|
|   152|               48|
|   153|               48|
|   154|               47|
|   155|               46|
|   156|               44|
|   157|               49|
|   158|               43|
|   159|               41|
|   160|               43|
|   161|               44|
|   162|               39|
|   163|               39|
|   164|               44|
|   165|               42|
|   166|               43|
|   167|               42|
|   168|               42|
|   169|               44|
|   170|               42|
|   171|               42|
|   172|               43|
|   173|               46|
|   174|               48|
|   175|               46|
|   176|               45|
|   177|               42|
|   178|               47|
|   179|               46|
|   180|               44|
|   181|               46|
|   182|               44|
|   183|               45|
|   184|               49|
|   185|               46|
|   186|               46|
|   187|               47|
|   188|               46|
|   189|               48|
|   190|               51|
|   191|               49|
|   192|               50|
|   193|               53|
|   194|               50|
|   195|               48|
|   196|               52|
|   197|               51|
|   198|               54|
|   199|               51|
|   200|               51|
|   201|               52|
|   202|               55|
|   203|               57|
|   204|               53|
|   205|               54|
|   206|               58|
|   207|               54|
|   208|               52|
|   209|               55|
|   210|               53|
|   211|               57|
|   212|               57|
|   213|               54|
|   214|               56|
|   215|               53|
|   216|               52|
|   217|               53|
|   218|               48|
|   219|               54|
|   220|               51|
|   221|               53|
|   222|               53|
|   223|               55|
|   224|               51|
|   225|               50|
|   226|               52|
|   227|               54|
|   228|               50|
|   229|               54|
|   230|               56|
|   231|               55|
|   232|               55|
|   233|               52|
|   234|               58|
|   235|               61|
|   236|               53|
|   237|               60|
|   238|               55|
|   239|               58|
|   240|               54|
|   241|               57|
|   242|               56|
|   243|               58|
|   244|               56|
|   245|               55|
|   246|               56|
|   247|               57|
|   248|               55|
|   249|               57|
|   250|               57|
|   251|               55|
|   252|               55|
|   253|               53|
|   254|               55|
|   255|               55|
|   256|               55|
|   257|               53|
|   258|               56|
|   259|               56|
|   260|               54|
|   261|               54|
|   262|               56|
|   263|               54|
|   264|               55|
|   265|               58|
|   266|               56|
|   267|               51|
