cntcol LDV running on image 3984x1538, 16 bitplanes:
-------|--------------------
| Line | # unique colors |
|     0|              501|
|     1|              488|
|     2|              482|
|     3|              462|
|     4|              456|
|     5|              453|
|     6|              472|
|     7|              469|
|     8|              445|
|     9|              454|
|    10|              414|
|    11|              434|
|    12|              405|
|    13|              410|
|    14|              404|
|    15|              404|
|    16|              416|
|    17|              424|
|    18|              437|
|    19|              426|
|    20|              426|
|    21|              434|
|    22|              431|
|    23|              430|
|    24|              415|
|    25|              433|
|    26|              408|
|    27|              425|
|    28|              450|
|    29|              453|
|    30|              471|
|    31|              464|
|    32|              473|
|    33|              451|
|    34|              446|
|    35|              437|
|    36|              419|
|    37|              418|
|    38|              429|
|    39|              419|
|    40|              398|
|    41|              429|
|    42|              410|
|    43|              423|
|    44|              409|
|    45|              399|
|    46|              375|
|    47|              385|
|    48|              392|
|    49|              378|
|    50|              378|
|    51|              395|
|    52|              384|
|    53|              407|
|    54|              386|
|    55|              382|
|    56|              380|
|    57|              366|
|    58|              389|
|    59|              386|
|    60|              392|
|    61|              400|
|    62|              420|
|    63|              423|
|    64|              424|
|    65|              422|
|    66|              441|
|    67|              433|
|    68|              438|
|    69|              433|
|    70|              434|
|    71|              425|
|    72|              396|
|    73|              413|
|    74|              398|
|    75|              402|
|    76|              387|
|    77|              383|
|    78|              377|
|    79|              371|
|    80|              398|
|    81|              382|
|    82|              386|
|    83|              379|
|    84|              387|
|    85|              389|
|    86|              402|
|    87|              392|
|    88|              403|
|    89|              412|
|    90|              411|
|    91|              425|
|    92|              400|
|    93|              406|
|    94|              425|
|    95|              418|
|    96|              380|
|    97|              355|
|    98|              376|
|    99|              378|
|   100|              356|
|   101|              364|
|   102|              359|
|   103|              356|
|   104|              360|
|   105|              339|
|   106|              350|
|   107|              335|
|   108|              342|
|   109|              358|
|   110|              341|
|   111|              345|
|   112|              346|
|   113|              337|
|   114|              339|
|   115|              321|
|   116|              328|
|   117|              325|
|   118|              308|
|   119|              308|
|   120|              330|
|   121|              333|
|   122|              345|
|   123|              345|
|   124|              352|
|   125|              384|
|   126|              361|
|   127|              405|
|   128|              385|
|   129|              392|
|   130|              383|
|   131|              388|
|   132|              390|
|   133|              373|
|   134|              355|
|   135|              356|
|   136|              364|
|   137|              381|
|   138|              384|
|   139|              377|
|   140|              368|
|   141|              360|
|   142|              363|
|   143|              361|
|   144|              362|
|   145|              362|
|   146|              367|
|   147|              354|
|   148|              349|
|   149|              334|
|   150|              323|
|   151|              319|
|   152|              313|
|   153|              327|
|   154|              320|
|   155|              334|
|   156|              330|
|   157|              367|
|   158|              328|
|   159|              320|
|   160|              342|
|   161|              347|
|   162|              345|
|   163|              349|
|   164|              331|
|   165|              343|
|   166|              321|
|   167|              338|
|   168|              332|
|   169|              354|
|   170|              353|
|   171|              328|
|   172|              318|
|   173|              304|
|   174|              293|
|   175|              285|
|   176|              289|
|   177|              298|
|   178|              293|
|   179|              303|
|   180|              308|
|   181|              312|
|   182|              321|
|   183|              324|
|   184|              330|
|   185|              323|
|   186|              324|
|   187|              322|
|   188|              351|
|   189|              358|
|   190|              389|
|   191|              397|
|   192|              377|
|   193|              372|
|   194|              378|
|   195|              358|
|   196|              340|
|   197|              327|
|   198|              342|
|   199|              335|
|   200|              365|
|   201|              370|
|   202|              339|
|   203|              337|
|   204|              328|
|   205|              321|
|   206|              329|
|   207|              322|
|   208|              314|
|   209|              322|
|   210|              326|
|   211|              312|
|   212|              326|
|   213|              325|
|   214|              322|
|   215|              316|
|   216|              343|
|   217|              333|
|   218|              324|
|   219|              343|
|   220|              361|
|   221|              370|
|   222|              375|
|   223|              383|
|   224|              383|
|   225|              388|
|   226|              413|
|   227|              435|
|   228|              446|
|   229|              427|
|   230|              407|
|   231|              373|
|   232|              370|
|   233|              372|
|   234|              380|
|   235|              375|
|   236|              370|
|   237|              351|
|   238|              353|
|   239|              360|
|   240|              334|
|   241|              323|
|   242|              307|
|   243|              312|
|   244|              301|
|   245|              314|
|   246|              331|
|   247|              337|
|   248|              342|
|   249|              327|
|   250|              328|
|   251|              301|
|   252|              333|
|   253|              333|
|   254|              328|
|   255|              339|
|   256|              339|
|   257|              329|
|   258|              317|
|   259|              330|
|   260|              336|
|   261|              355|
|   262|              359|
|   263|              358|
|   264|              343|
|   265|              318|
|   266|              317|
|   267|              318|
|   268|              325|
|   269|              340|
|   270|              337|
|   271|              346|
|   272|              337|
|   273|              350|
|   274|              343|
|   275|              344|
|   276|              336|
|   277|              339|
|   278|              344|
|   279|              362|
|   280|              355|
|   281|              346|
|   282|              352|
|   283|              352|
|   284|              356|
|   285|              359|
|   286|              360|
|   287|              358|
|   288|              374|
|   289|              361|
|   290|              355|
|   291|              362|
|   292|              359|
|   293|              341|
|   294|              352|
|   295|              356|
|   296|              356|
|   297|              340|
|   298|              330|
|   299|              342|
|   300|              327|
|   301|              333|
|   302|              327|
|   303|              336|
|   304|              363|
|   305|              347|
|   306|              344|
|   307|              355|
|   308|              355|
|   309|              366|
|   310|              370|
|   311|              360|
|   312|              375|
|   313|              377|
|   314|              368|
|   315|              391|
|   316|              389|
|   317|              402|
|   318|              393|
|   319|              414|
|   320|              429|
|   321|              405|
|   322|              407|
|   323|              424|
|   324|              421|
|   325|              425|
|   326|              442|
|   327|              434|
|   328|              439|
|   329|              431|
|   330|              445|
|   331|              442|
|   332|              438|
|   333|              437|
|   334|              447|
|   335|              462|
|   336|              429|
|   337|              434|
|   338|              447|
|   339|              446|
|   340|              451|
|   341|              467|
|   342|              473|
|   343|              457|
|   344|              471|
|   345|              464|
|   346|              465|
|   347|              471|
|   348|              465|
|   349|              462|
|   350|              449|
|   351|              444|
|   352|              477|
|   353|              450|
|   354|              446|
|   355|              444|
|   356|              444|
|   357|              437|
|   358|              448|
|   359|              445|
|   360|              407|
|   361|              417|
|   362|              414|
|   363|              397|
|   364|              407|
|   365|              399|
|   366|              415|
|   367|              390|
|   368|              424|
|   369|              416|
|   370|              406|
|   371|              400|
|   372|              396|
|   373|              395|
|   374|              390|
|   375|              410|
|   376|              406|
|   377|              407|
|   378|              408|
|   379|              415|
|   380|              434|
|   381|              437|
|   382|              415|
|   383|              405|
|   384|              424|
|   385|              424|
|   386|              411|
|   387|              402|
|   388|              388|
|   389|              411|
|   390|              394|
|   391|              432|
|   392|              431|
|   393|              421|
|   394|              433|
|   395|              438|
|   396|              455|
|   397|              436|
|   398|              437|
|   399|              451|
|   400|              426|
|   401|              433|
|   402|              418|
|   403|              419|
|   404|              424|
|   405|              423|
|   406|              408|
|   407|              397|
|   408|              393|
|   409|              390|
|   410|              413|
|   411|              372|
|   412|              401|
|   413|              404|
|   414|              433|
|   415|              421|
|   416|              436|
|   417|              387|
|   418|              386|
|   419|              387|
|   420|              382|
|   421|              401|
|   422|              382|
|   423|              368|
|   424|              349|
|   425|              357|
|   426|              349|
|   427|              350|
|   428|              346|
|   429|              355|
|   430|              352|
|   431|              335|
|   432|              347|
|   433|              324|
|   434|              320|
|   435|              322|
|   436|              327|
|   437|              324|
|   438|              338|
|   439|              332|
|   440|              339|
|   441|              329|
|   442|              341|
|   443|              347|
|   444|              330|
|   445|              347|
|   446|              345|
|   447|              355|
|   448|              374|
|   449|              374|
|   450|              357|
|   451|              364|
|   452|              374|
|   453|              394|
|   454|              406|
|   455|              364|
|   456|              370|
|   457|              360|
|   458|              393|
|   459|              402|
|   460|              395|
|   461|              397|
|   462|              384|
|   463|              389|
|   464|              389|
|   465|              385|
|   466|              365|
|   467|              374|
|   468|              365|
|   469|              367|
|   470|              380|
|   471|              384|
|   472|              357|
|   473|              367|
|   474|              355|
|   475|              349|
|   476|              356|
|   477|              344|
|   478|              356|
|   479|              353|
|   480|              367|
|   481|              359|
|   482|              390|
|   483|              382|
|   484|              414|
|   485|              397|
|   486|              400|
|   487|              403|
|   488|              413|
|   489|              400|
|   490|              414|
|   491|              402|
|   492|              380|
|   493|              398|
|   494|              420|
|   495|              428|
|   496|              401|
|   497|              411|
|   498|              425|
|   499|              417|
|   500|              425|
|   501|              433|
|   502|              434|
|   503|              428|
|   504|              391|
|   505|              373|
|   506|              338|
|   507|              309|
|   508|              305|
|   509|              301|
|   510|              263|
|   511|              284|
|   512|              321|
|   513|              331|
|   514|              333|
|   515|              328|
|   516|              374|
|   517|              386|
|   518|              374|
|   519|              370|
|   520|              365|
|   521|              399|
|   522|              378|
|   523|              391|
|   524|              383|
|   525|              379|
|   526|              424|
|   527|              408|
|   528|              402|
|   529|              378|
|   530|              375|
|   531|              364|
|   532|              371|
|   533|              354|
|   534|              359|
|   535|              364|
|   536|              354|
|   537|              366|
|   538|              361|
|   539|              358|
|   540|              356|
|   541|              358|
|   542|              358|
|   543|              351|
|   544|              384|
|   545|              371|
|   546|              363|
|   547|              366|
|   548|              342|
|   549|              368|
|   550|              338|
|   551|              343|
|   552|              342|
|   553|              357|
|   554|              356|
|   555|              368|
|   556|              377|
|   557|              378|
|   558|              355|
|   559|              342|
|   560|              349|
|   561|              330|
|   562|              337|
|   563|              328|
|   564|              320|
