cntcol LDV running on image 656x947, 32 bitplanes:
-------|--------------------
| Line | # unique colors |
|     0|              279|
|     1|              272|
|     2|              262|
|     3|              271|
|     4|              192|
|     5|              193|
|     6|              204|
|     7|              205|
|     8|              221|
|     9|              216|
|    10|              210|
|    11|              217|
|    12|              231|
|    13|              221|
|    14|              301|
|    15|              304|
|    16|              376|
|    17|              400|
|    18|              317|
|    19|              329|
|    20|              350|
|    21|              383|
|    22|              410|
|    23|              370|
|    24|              418|
|    25|              512|
|    26|              521|
|    27|              508|
|    28|              496|
|    29|              452|
|    30|              487|
|    31|              492|
|    32|              468|
|    33|              499|
|    34|              495|
|    35|              507|
|    36|              522|
|    37|              545|
|    38|              532|
|    39|              532|
|    40|              541|
|    41|              560|
|    42|              531|
|    43|              530|
|    44|              530|
|    45|              527|
|    46|              550|
|    47|              509|
|    48|              465|
|    49|              483|
|    50|              475|
|    51|              479|
|    52|              500|
|    53|              487|
|    54|              534|
|    55|              528|
|    56|              529|
|    57|              533|
|    58|              525|
|    59|              529|
|    60|              517|
|    61|              518|
|    62|              542|
|    63|              486|
|    64|              449|
|    65|              457|
|    66|              429|
|    67|              417|
|    68|              439|
|    69|              439|
|    70|              447|
|    71|              452|
|    72|              472|
|    73|              473|
|    74|              454|
|    75|              450|
|    76|              468|
|    77|              491|
|    78|              514|
|    79|              510|
|    80|              526|
|    81|              516|
|    82|              513|
|    83|              515|
|    84|              510|
|    85|              527|
|    86|              508|
|    87|              508|
|    88|              488|
|    89|              501|
|    90|              498|
|    91|              469|
|    92|              487|
|    93|              497|
|    94|              514|
|    95|              486|
|    96|              455|
|    97|              461|
|    98|              469|
|    99|              474|
|   100|              451|
|   101|              457|
|   102|              463|
|   103|              479|
|   104|              491|
|   105|              491|
|   106|              475|
|   107|              478|
|   108|              496|
|   109|              485|
|   110|              492|
|   111|              492|
|   112|              525|
|   113|              539|
|   114|              523|
|   115|              517|
|   116|              523|
|   117|              531|
|   118|              541|
|   119|              545|
|   120|              520|
|   121|              551|
|   122|              543|
|   123|              537|
|   124|              557|
|   125|              553|
|   126|              577|
|   127|              565|
|   128|              564|
|   129|              577|
|   130|              566|
|   131|              569|
|   132|              583|
|   133|              584|
|   134|              592|
|   135|              572|
|   136|              580|
|   137|              576|
|   138|              571|
|   139|              578|
|   140|              571|
|   141|              565|
|   142|              594|
|   143|              570|
|   144|              572|
|   145|              584|
|   146|              563|
|   147|              562|
|   148|              549|
|   149|              558|
|   150|              571|
|   151|              554|
|   152|              552|
|   153|              552|
|   154|              551|
|   155|              546|
|   156|              569|
|   157|              575|
|   158|              573|
|   159|              567|
|   160|              575|
|   161|              568|
|   162|              575|
|   163|              561|
|   164|              549|
|   165|              543|
|   166|              548|
|   167|              548|
|   168|              534|
|   169|              555|
|   170|              545|
|   171|              529|
|   172|              538|
|   173|              547|
|   174|              576|
|   175|              558|
|   176|              537|
|   177|              540|
|   178|              535|
|   179|              528|
|   180|              523|
|   181|              501|
|   182|              539|
|   183|              522|
|   184|              543|
|   185|              551|
|   186|              516|
|   187|              511|
|   188|              525|
|   189|              519|
|   190|              531|
|   191|              533|
|   192|              546|
|   193|              552|
|   194|              544|
|   195|              544|
|   196|              529|
|   197|              520|
|   198|              500|
|   199|              493|
|   200|              507|
|   201|              514|
|   202|              511|
|   203|              523|
|   204|              517|
|   205|              530|
|   206|              542|
|   207|              553|
|   208|              575|
|   209|              595|
|   210|              584|
|   211|              585|
|   212|              591|
|   213|              586|
|   214|              566|
|   215|              576|
|   216|              572|
|   217|              570|
|   218|              580|
|   219|              576|
|   220|              583|
|   221|              590|
|   222|              600|
|   223|              587|
|   224|              584|
|   225|              604|
|   226|              586|
|   227|              574|
|   228|              583|
|   229|              582|
|   230|              586|
|   231|              584|
|   232|              587|
|   233|              603|
|   234|              602|
|   235|              596|
|   236|              600|
|   237|              592|
|   238|              599|
|   239|              606|
|   240|              596|
|   241|              603|
|   242|              586|
|   243|              571|
|   244|              599|
|   245|              601|
|   246|              582|
|   247|              586|
|   248|              589|
|   249|              595|
|   250|              574|
|   251|              585|
|   252|              589|
|   253|              583|
|   254|              598|
|   255|              576|
|   256|              610|
|   257|              606|
|   258|              604|
|   259|              602|
|   260|              589|
|   261|              592|
|   262|              573|
|   263|              589|
|   264|              580|
|   265|              587|
|   266|              583|
|   267|              570|
|   268|              593|
|   269|              598|
|   270|              595|
|   271|              580|
|   272|              595|
|   273|              609|
|   274|              594|
|   275|              596|
|   276|              565|
|   277|              565|
|   278|              575|
|   279|              578|
|   280|              553|
|   281|              570|
|   282|              570|
|   283|              561|
|   284|              550|
|   285|              581|
|   286|              587|
|   287|              580|
|   288|              582|
|   289|              599|
|   290|              596|
|   291|              574|
|   292|              566|
|   293|              577|
|   294|              579|
|   295|              574|
|   296|              582|
|   297|              578|
|   298|              577|
|   299|              564|
|   300|              556|
|   301|              568|
|   302|              574|
|   303|              538|
|   304|              556|
|   305|              582|
|   306|              551|
|   307|              551|
|   308|              548|
|   309|              559|
|   310|              571|
|   311|              570|
|   312|              562|
|   313|              580|
|   314|              562|
|   315|              571|
|   316|              561|
|   317|              579|
|   318|              584|
|   319|              554|
|   320|              556|
|   321|              575|
|   322|              564|
|   323|              567|
|   324|              567|
|   325|              571|
|   326|              555|
|   327|              545|
|   328|              548|
|   329|              565|
|   330|              553|
|   331|              543|
|   332|              565|
|   333|              564|
|   334|              575|
|   335|              587|
|   336|              559|
|   337|              588|
|   338|              578|
