cntcol LDV running on image 800x444, 8 bitplanes:
-------|--------------------
| Line | # unique colors |
|     0|               11|
|     1|                9|
|     2|               10|
|     3|               11|
|     4|                9|
|     5|               10|
|     6|                9|
|     7|               10|
|     8|               10|
|     9|               10|
|    10|               10|
|    11|               10|
|    12|               10|
|    13|               10|
|    14|               10|
|    15|               10|
|    16|                9|
|    17|               10|
|    18|               10|
|    19|               10|
|    20|               10|
|    21|               10|
|    22|               10|
|    23|               10|
|    24|               10|
|    25|               10|
|    26|               10|
|    27|               10|
|    28|               10|
|    29|               10|
|    30|               10|
|    31|               10|
|    32|               10|
|    33|               10|
|    34|               10|
|    35|               10|
|    36|               10|
|    37|               10|
|    38|               10|
|    39|               10|
|    40|               10|
|    41|               10|
|    42|               10|
|    43|               10|
|    44|               10|
|    45|                9|
|    46|               10|
|    47|               10|
|    48|               10|
|    49|                9|
|    50|               10|
|    51|               10|
|    52|               11|
|    53|               10|
|    54|               10|
|    55|               11|
|    56|               11|
|    57|               11|
|    58|               11|
|    59|               11|
|    60|               11|
|    61|               11|
|    62|               11|
|    63|               11|
|    64|               11|
|    65|               11|
|    66|               11|
|    67|               11|
|    68|               11|
|    69|               11|
|    70|               13|
|    71|               13|
|    72|               12|
|    73|               12|
|    74|               11|
|    75|               12|
|    76|               12|
|    77|               12|
|    78|               13|
|    79|               13|
|    80|               13|
|    81|               15|
|    82|               12|
|    83|               13|
|    84|               13|
|    85|               16|
|    86|               14|
|    87|               15|
|    88|               15|
|    89|               18|
|    90|               17|
|    91|               17|
|    92|               16|
|    93|               20|
|    94|               16|
|    95|               17|
|    96|               19|
|    97|               20|
|    98|               18|
|    99|               18|
|   100|               21|
|   101|               18|
|   102|               18|
|   103|               17|
|   104|               18|
|   105|               21|
|   106|               19|
|   107|               18|
|   108|               20|
|   109|               21|
|   110|               20|
|   111|               23|
|   112|               20|
|   113|               23|
|   114|               25|
|   115|               23|
|   116|               21|
|   117|               20|
|   118|               22|
|   119|               23|
|   120|               23|
|   121|               24|
|   122|               23|
|   123|               24|
|   124|               23|
|   125|               21|
|   126|               18|
|   127|               23|
|   128|               23|
|   129|               18|
|   130|               18|
|   131|               21|
|   132|               19|
|   133|               17|
|   134|               15|
|   135|               21|
|   136|               19|
|   137|               18|
|   138|               19|
|   139|               19|
|   140|               19|
|   141|               17|
|   142|               17|
|   143|               20|
|   144|               19|
|   145|               21|
|   146|               18|
|   147|               19|
|   148|               17|
|   149|               19|
|   150|               19|
|   151|               17|
|   152|               16|
|   153|               19|
|   154|               16|
|   155|               19|
|   156|               17|
|   157|               16|
|   158|               14|
|   159|               17|
|   160|               20|
|   161|               21|
|   162|               20|
|   163|               23|
|   164|               22|
|   165|               23|
|   166|               25|
|   167|               23|
|   168|               26|
|   169|               23|
|   170|               24|
|   171|               24|
|   172|               26|
|   173|               25|
|   174|               27|
|   175|               26|
|   176|               28|
|   177|               25|
|   178|               19|
|   179|               21|
|   180|               19|
|   181|               16|
|   182|               17|
|   183|               19|
|   184|               19|
|   185|               15|
|   186|               14|
|   187|               13|
|   188|               16|
|   189|               16|
|   190|               14|
|   191|               16|
|   192|               13|
|   193|               14|
|   194|               12|
|   195|               14|
|   196|               12|
|   197|               13|
|   198|               15|
|   199|               14|
|   200|               14|
|   201|               13|
|   202|               11|
|   203|               13|
|   204|               12|
|   205|                9|
|   206|               12|
|   207|               13|
|   208|               13|
|   209|               11|
|   210|               12|
|   211|               11|
|   212|               10|
|   213|               11|
|   214|               12|
|   215|               15|
|   216|               13|
|   217|               12|
|   218|               16|
|   219|               12|
|   220|               13|
|   221|               12|
|   222|               14|
|   223|               12|
|   224|               13|
|   225|               13|
|   226|               13|
|   227|               14|
|   228|               14|
|   229|               13|
|   230|               16|
|   231|               16|
|   232|               15|
|   233|               16|
|   234|               16|
|   235|               14|
|   236|               14|
|   237|               16|
|   238|               13|
|   239|               16|
|   240|               15|
|   241|               17|
|   242|               14|
|   243|               13|
|   244|               15|
|   245|               16|
|   246|               15|
|   247|               14|
|   248|               13|
|   249|               16|
|   250|               15|
|   251|               13|
|   252|               15|
|   253|               16|
|   254|               16|
|   255|               16|
|   256|               15|
|   257|               16|
|   258|               14|
|   259|               14|
|   260|               17|
|   261|               16|
|   262|               17|
|   263|               17|
|   264|               17|
|   265|               16|
|   266|               16|
|   267|               16|
|   268|               17|
|   269|               18|
|   270|               17|
|   271|               17|
|   272|               16|
|   273|               17|
|   274|               16|
|   275|               16|
|   276|               15|
|   277|               14|
|   278|               15|
|   279|               16|
|   280|               15|
|   281|               16|
|   282|               15|
|   283|               14|
|   284|               15|
|   285|               15|
|   286|               15|
|   287|               15|
|   288|               15|
|   289|               16|
|   290|               15|
|   291|               13|
|   292|               15|
|   293|               15|
|   294|               15|
|   295|               16|
|   296|               16|
|   297|               15|
|   298|               15|
|   299|               12|
|   300|               14|
|   301|               15|
