1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5
5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9
9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1
1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5
5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9
9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1
1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5
2,3,3,3,3,4,10,11,12,6,8,10,11,12,2,3,3,3,3,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,13,13,13,13,0,0,13,13,13,13,13,13,0,0,13,13,13,13
2,3,3,3,3,4,0,0,10,11,11,11,11,12,0,0,6,7,7,8
0,0,0,0,0,0,0,13,13,13,13,13,13,13,0,0,0,0,0,0
0,0,0,0,0,0,0,10,11,11,11,11,11,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4
0,0,0,0,0,0,13,13,0,0,13,13,13,13,0,0,0,0,0,0
0,0,0,13,13,13,6,8,0,0,10,11,11,12,0,0,0,0,0,0
0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,13,0,0,13,13,13,0,0,13,13,13,0,0,0,0,0,13,13
2,3,4,0,0,2,3,4,0,0,10,11,12,0,0,0,0,0,2,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0
0,0,0,13,13,13,13,13,0,0,13,13,13,13,0,0,0,0,0,0
0,0,0,2,3,3,3,4,0,0,2,3,3,4,0,0,0,0,0,0
13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,3,4,0,0,0,0,13,13,13,13,13,0,0,0,0
13,13,13,0,0,0,0,0,0,0,0,10,11,11,11,12,0,0,0,0
2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13
0,0,0,0,13,13,13,13,0,0,0,0,0,0,0,0,0,2,3,4
0,0,0,0,10,11,11,12,0,0,0,0,13,13,13,13,13,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,0,0,0
0,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0
0,0,2,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,0,0,0,0
0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0
0,0,0,0,0,0,13,13,13,13,13,13,13,13,0,0,0,0,0,0
0,0,0,0,0,0,6,7,7,7,7,7,7,8,0,0,0,0,0,0
13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13
10,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4
0,0,0,0,0,0,13,13,13,13,13,13,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,3,3,3,3,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,0,0
13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,7,8,13,13,13
2,3,3,4,6,7,7,7,7,7,7,7,7,7,8,10,11,11,11,12
5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9
9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1
1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5
5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9
9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1
1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5
5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9,1,5,9
