 1  1 2016   3  5  7 15 28 29 32 34 38 39 42 45 50 51 55 59 62 65 67 70
 1  2 2016   3  9 16 18 23 24 27 34 40 41 44 46 47 50 59 61 65 66 67 68
 1  3 2016   2  4 10 12 14 15 21 22 29 32 34 35 39 40 44 49 55 64 65 69
 1  4 2016   2  4  5  7 10 13 14 16 20 22 26 34 37 40 49 52 55 58 62 64
 1  5 2016   4  5  7 13 15 17 25 30 33 37 40 41 44 46 49 55 59 62 63 69
 1  6 2016   4  5  7 12 13 16 17 20 24 30 33 35 41 45 46 50 52 53 54 63
 1  7 2016   2  6  7  9 13 17 18 25 35 37 39 40 41 46 47 52 54 55 57 62
 1  8 2016   1  2  3  5  6  7  9 11 16 18 19 25 28 31 40 57 58 60 66 70
 1  9 2016   2  3  4  5  6  7 10 12 16 19 22 36 38 51 52 55 56 64 65 67
 1 10 2016   5  7  8 12 25 30 34 35 39 46 47 53 54 55 56 58 62 63 66 69
 1 11 2016   4  9 18 23 25 27 29 38 40 42 46 48 52 53 54 56 57 59 68 70
 1 12 2016   2  3  6 18 22 25 26 27 32 34 37 41 42 43 45 47 54 63 64 66
 1 13 2016   3  4  5  7 11 17 22 23 24 26 30 34 37 46 47 53 58 64 67 70
 1 14 2016   3 10 14 17 20 21 22 25 27 28 29 31 33 35 40 41 59 64 65 68
 1 15 2016   2  4  8 12 15 24 27 29 43 45 48 50 53 54 56 57 60 61 65 69
 1 16 2016   1  6  7 15 18 26 28 34 36 37 39 40 42 44 45 51 57 58 62 69
 1 17 2016   3  8 13 16 18 24 29 39 40 41 43 47 56 57 58 60 64 67 69 70
 1 18 2016   4  7 11 14 15 22 23 29 32 43 45 47 48 53 55 56 57 58 62 64
 1 19 2016  10 13 15 21 26 27 30 34 37 38 40 41 43 45 50 51 56 58 61 70
 1 20 2016   3  4  5 13 18 20 21 22 23 24 34 38 39 40 43 47 49 53 64 70
 1 21 2016   3  5 13 15 16 17 31 33 35 37 38 39 41 49 50 52 59 61 62 67
 1 22 2016   3  6  9 16 19 23 26 29 35 40 42 47 48 49 51 57 59 60 62 69
 1 23 2016   9 17 20 21 27 29 30 33 39 43 44 46 47 48 49 52 53 54 57 70
 1 24 2016   2  6 14 19 20 24 28 33 35 36 38 43 48 50 51 53 55 59 63 64
 1 25 2016   4  5  6 14 18 21 23 24 29 32 35 36 38 41 43 45 48 53 65 69
 1 26 2016   3  6  7  8 15 23 26 30 31 34 38 39 45 47 49 53 62 64 68 69
 1 27 2016   5 14 16 19 21 22 24 32 34 35 40 44 47 50 51 59 60 61 69 70
 1 28 2016   4  7  8 10 11 13 16 17 18 25 28 31 42 43 55 59 60 62 63 69
 1 29 2016  10 17 19 23 24 25 37 39 40 41 42 44 45 47 52 53 59 66 68 70
 1 30 2016   5 16 19 21 22 23 24 31 33 35 36 37 38 42 46 53 58 59 62 66
 1 31 2016   1  8  9 11 24 27 31 36 37 42 45 47 49 50 53 55 56 60 63 69
 2  1 2016   1  6 16 18 21 27 29 32 40 44 47 50 55 56 58 61 65 66 69 70
 2  2 2016  15 19 20 25 26 28 41 42 44 46 49 53 58 61 62 65 67 68 69 70
 2  3 2016   3  9 12 25 29 30 31 34 35 39 40 41 44 45 46 55 57 58 64 65
 2  4 2016   1  5 16 23 24 25 30 31 32 34 35 37 38 42 48 55 57 59 62 66
 2  5 2016   5 13 14 15 18 29 30 33 35 36 40 48 49 52 54 60 63 64 68 70
 2  6 2016   2  5  8 11 15 17 18 39 40 41 45 51 53 57 58 60 62 63 64 67
 2  7 2016   4  5 11 16 17 18 25 28 34 38 40 42 44 45 52 56 61 64 67 70
 2  8 2016   1  3  6  8 11 12 19 20 24 29 31 35 37 40 48 51 55 56 59 66
 2  9 2016   1  9 12 30 32 33 34 36 37 38 40 47 51 53 54 59 64 65 66 70
 2 10 2016   4  5 16 21 26 27 32 35 40 41 43 46 50 53 54 55 60 62 65 68
 2 11 2016  11 13 21 24 33 35 36 39 43 48 51 52 53 56 58 62 66 67 69 70
 2 12 2016   8 10 19 20 21 22 27 28 33 36 41 43 44 47 48 50 56 62 64 69
 2 13 2016   1  2  6  7 25 26 28 30 33 36 39 40 43 44 48 51 59 63 66 69
 2 14 2016   4  6  8  9 13 16 23 29 32 34 37 42 43 46 51 52 56 58 67 68
 2 15 2016   1  2  3  7 11 15 19 20 21 25 27 34 35 44 45 48 49 53 54 55
 2 16 2016   4  8 12 15 18 19 25 30 32 36 37 43 47 50 51 60 63 64 67 68
 2 17 2016   2 13 14 20 25 28 33 35 42 45 47 49 50 51 53 54 58 61 67 69
 2 18 2016   7  9 17 18 20 21 26 35 36 39 40 41 54 55 59 60 63 66 68 70
 2 19 2016  13 14 18 19 20 21 24 25 27 30 39 45 48 54 55 59 60 61 65 68
 2 20 2016   1  6  8 19 23 26 27 30 31 35 43 46 47 51 54 57 58 59 65 68
 2 21 2016   4  5  7  8  9 21 29 31 34 38 42 45 46 47 48 53 60 61 64 68
 2 22 2016   1  4  7 10 13 16 21 22 25 27 28 35 39 44 47 48 49 51 57 67
 2 23 2016   5  7  9 11 22 27 28 29 32 35 36 38 42 44 47 49 53 55 57 66
 2 24 2016   4  6  8  9 10 20 22 27 28 40 41 43 51 52 58 59 60 64 65 69
 2 25 2016   4  5  6 10 14 22 24 32 35 36 41 43 45 48 50 54 56 58 64 66
 2 26 2016   6  7  8 16 17 18 24 29 33 37 40 43 44 46 47 50 52 53 61 67
