 6  5 2012   2  5  6 10 25 27 28 34 40 45 50 51 52 54 55 57 59 62 67 69
 6  6 2012   3  5  8 12 17 18 22 31 34 39 40 43 44 47 48 52 54 58 62 64
 6  7 2012   1  7 11 13 16 24 28 29 38 41 45 47 48 49 52 54 60 64 67 69
 6  8 2012   1  2  4  8 15 17 20 22 24 29 39 40 42 45 48 51 60 62 64 70
 6  9 2012   1  3  4 12 14 17 20 21 24 28 32 33 39 40 41 46 48 52 61 69
 6 10 2012   7 12 14 16 17 21 26 27 31 32 36 39 40 41 48 49 59 61 67 69
 6 11 2012   4  8 12 18 19 25 27 28 30 32 35 40 45 46 56 58 59 65 67 70
 6 12 2012   5  7 12 16 19 23 24 25 28 30 45 46 47 50 57 61 63 65 66 68
 6 13 2012   1  2  4  5 17 23 31 32 36 38 42 44 45 46 47 49 57 62 64 70
 6 14 2012   1 10 17 20 22 24 27 31 35 36 37 38 39 44 49 51 59 60 62 67
 6 15 2012   1  6  7  9 12 16 29 32 34 36 44 46 51 55 57 59 61 67 68 69
 6 16 2012   4  6  7  8 16 18 25 26 28 29 36 42 49 53 54 62 64 65 68 69
 6 17 2012   8 17 18 25 33 34 35 38 42 43 44 48 52 53 58 59 60 61 62 65
 6 18 2012  11 15 16 19 20 25 27 28 31 35 38 39 44 47 49 61 64 65 66 70
 6 19 2012   4  7 10 12 18 21 23 24 26 33 41 45 49 50 53 54 56 63 64 65
 6 20 2012   8 11 14 19 21 26 31 35 36 37 38 40 46 48 51 57 61 63 68 70
 6 21 2012   1  8  9 11 18 27 32 33 35 38 40 42 45 54 56 61 62 65 67 68
 6 22 2012   5  8  9 11 16 20 23 27 30 32 41 44 46 47 49 50 58 63 69 70
 6 23 2012   2  4 12 21 23 32 36 37 43 46 47 48 49 52 54 58 62 63 64 70
 6 24 2012   1  2  9 11 21 22 23 28 36 39 44 45 47 48 51 55 60 61 69 70
 6 25 2012   8 14 16 20 24 25 29 32 33 34 36 38 39 43 46 49 57 59 63 68
 6 26 2012   2  4 14 16 18 27 33 35 41 42 43 53 56 57 60 61 63 64 69 70
 6 27 2012   4  7  9 13 21 23 24 30 32 37 40 41 44 48 54 59 60 61 63 67
 6 28 2012   1  3  6 10 15 16 17 33 35 39 41 43 45 50 51 55 57 59 60 64
 6 29 2012   3  8 14 16 18 22 27 29 32 35 37 38 41 42 43 44 47 59 60 69
 6 30 2012   1  5  7  9 12 13 14 20 25 29 36 37 39 44 52 56 61 63 65 66
 7  1 2012   2  5 14 19 20 24 28 30 31 33 37 40 41 44 47 52 54 64 68 70
 7  2 2012   2  4 10 14 16 22 24 26 28 32 35 41 45 48 53 57 60 66 67 68
 7  3 2012   9 13 14 17 21 25 27 28 29 31 32 36 43 46 50 53 54 56 60 63
 7  4 2012   3  5  6  7 11 13 15 16 20 21 24 25 31 49 53 56 59 65 67 69
 7  5 2012   5  8 16 18 20 23 27 30 35 36 38 39 46 50 54 56 60 66 68 70
 7  6 2012   1  4  6  7  9 12 14 16 18 21 30 36 38 41 45 47 50 60 63 64
 7  7 2012   6  7  9 10 16 18 26 27 31 33 34 35 46 47 48 51 52 60 66 68
 7  8 2012   1  3  9 10 15 20 30 31 32 33 35 39 44 47 50 53 56 63 65 70
 7  9 2012   1  7 12 13 17 19 22 31 36 39 40 44 47 48 52 54 55 60 64 69
 7 10 2012   8  9 10 13 16 17 21 25 27 29 30 35 36 43 52 54 56 58 62 65
 7 11 2012   2 11 12 18 19 23 25 27 31 32 47 52 54 56 57 60 62 63 64 67
 7 12 2012   4  6  9 11 14 27 28 39 44 45 48 52 55 60 61 65 66 67 69 70
 7 13 2012   7  8 10 12 13 14 15 18 20 25 33 43 44 45 48 51 52 53 60 62
 7 14 2012   1  3  4  9 11 12 14 16 18 21 22 35 36 45 47 51 53 58 65 70
 7 15 2012   1  5  9 10 16 20 23 28 30 31 33 41 42 53 55 60 61 63 65 70
 7 16 2012   5  7 12 13 16 17 18 32 33 34 39 41 42 49 53 54 57 60 64 70
 7 17 2012   3  6  8 12 14 21 23 34 35 37 40 41 48 51 54 55 59 60 66 68
 7 18 2012   2  9 15 17 22 23 25 26 29 35 38 41 42 47 48 50 59 62 63 69
 7 19 2012   4  8  9 13 15 16 18 29 31 43 46 51 54 55 60 62 64 67 68 70
 7 20 2012   5  8 10 14 15 18 19 21 27 29 31 49 52 53 58 60 64 66 69 70
 7 21 2012   4  5 16 21 22 28 29 33 37 38 41 43 44 49 52 54 56 57 59 61
 7 22 2012   1  3  4  7  9 10 14 24 31 32 35 36 37 39 47 48 53 58 60 67
 7 23 2012   5  6  7 10 11 16 18 19 26 27 38 40 45 50 53 55 64 66 67 70
 7 24 2012   3  8 17 18 19 21 22 24 30 37 39 44 45 47 49 53 62 63 65 69
 7 25 2012   2  4  5  7 13 16 17 27 28 30 33 34 37 43 45 47 48 64 66 69
 7 26 2012   6  9 10 13 20 27 32 37 38 41 42 46 48 49 56 62 63 66 67 68
 7 27 2012   4  5 10 14 15 17 23 27 32 42 45 48 53 55 56 62 64 65 67 68
 7 28 2012   2  5  7  9 12 19 21 23 24 28 34 35 36 39 40 49 53 55 63 68
 7 29 2012   1  4  6 11 12 14 15 17 21 22 23 26 29 42 44 52 57 59 62 68
 7 30 2012   6 15 16 23 25 32 33 38 42 45 46 48 49 51 52 53 55 62 66 70
 7 31 2012   2  5  8 10 11 15 17 29 31 42 47 50 52 53 55 61 63 64 66 69
 8  1 2012   2  5  9 10 14 16 22 23 27 36 37 46 48 56 58 63 64 65 66 68
 8  2 2012   9 16 17 18 19 20 21 26 27 34 37 38 42 44 48 51 55 57 59 68
 8  3 2012   6  7  8 10 16 17 19 32 37 38 40 41 42 44 46 47 54 55 66 67
 8  4 2012   2  3  6 14 18 20 21 22 24 26 27 31 35 38 46 53 55 58 63 69
 8  5 2012   3 13 14 27 28 30 37 38 39 40 42 46 49 54 58 62 64 67 69 70
 8  6 2012   2  9 11 12 21 25 26 27 28 35 36 39 49 50 51 53 54 61 65 69
 8  7 2012  17 20 25 26 27 29 31 37 39 40 47 48 50 52 57 58 61 66 67 69
 8  8 2012   2  3  8 11 13 14 18 23 25 27 31 32 45 57 58 59 61 65 66 67
 8  9 2012   1  2  8 13 21 26 27 28 30 35 37 38 39 43 48 53 56 59 60 70
 8 10 2012   1 11 13 14 16 23 25 31 32 36 37 39 42 45 47 49 50 57 63 65
 8 11 2012   2  7  9 17 22 28 29 30 33 44 45 47 49 50 52 56 57 62 66 68
 8 12 2012   7  9 19 21 23 31 32 33 39 42 46 48 50 54 57 59 60 61 65 67
 8 13 2012   2  3  9 14 19 31 37 41 46 47 51 53 56 57 58 60 62 65 67 68
 8 14 2012   3  6  9 10 12 14 16 17 30 33 35 39 47 56 58 61 62 63 66 67
 8 15 2012   3  4 11 12 15 18 22 28 30 33 35 36 37 38 40 51 63 65 66 67
 8 16 2012   1  5 12 13 14 30 35 38 40 41 46 49 51 54 57 61 62 64 65 68
 8 17 2012   3  7 10 11 16 26 27 30 31 40 49 50 58 60 61 63 65 67 68 70
 8 18 2012   2  7  9 20 21 28 30 32 36 38 42 43 45 51 52 55 57 59 64 68
 8 19 2012   1  6  8  9 15 19 20 24 29 33 35 38 39 42 49 50 51 61 64 70
 8 20 2012   4  7 12 13 15 19 20 25 26 27 31 37 41 42 50 52 60 63 67 70
 8 21 2012   3  5  6 15 17 20 21 24 27 33 34 36 37 41 49 51 53 58 60 61
 8 22 2012   1  3  6  9 11 14 25 28 36 39 41 43 45 56 59 60 61 62 65 68
 8 23 2012   5  6 11 12 15 16 17 22 25 31 35 40 43 45 52 56 59 60 61 70
 8 24 2012   1  5  7 10 17 32 35 37 38 40 44 45 48 49 53 58 60 61 62 65
 8 25 2012  11 18 22 24 27 29 32 35 36 38 41 42 43 48 50 51 52 66 69 70
 8 26 2012   1  8 10 11 12 16 19 24 25 29 30 41 42 45 46 50 52 54 55 65
 8 27 2012   2  6  8 11 15 19 23 24 26 35 37 40 43 52 54 58 61 63 65 66
 8 28 2012   2  4  5  6 17 19 21 22 27 30 31 35 37 42 46 48 59 60 62 66
 8 29 2012   1 10 19 20 21 32 36 44 45 46 48 50 52 56 57 60 61 62 67 68
 8 30 2012   1  2  3  5 13 17 20 23 24 32 33 38 40 41 49 50 52 54 61 62
 8 31 2012   1 10 15 20 26 28 30 32 34 37 39 40 41 48 55 56 57 61 65 66
 9  1 2012   2 13 14 18 23 25 26 29 34 38 40 43 50 54 55 56 60 66 68 69
 9  2 2012   1  5  8 17 20 24 30 35 37 39 40 41 43 46 49 50 53 60 66 70
 9  3 2012   2  4  7 12 14 15 21 24 27 33 34 38 40 41 43 50 52 57 63 65
 9  4 2012   2  3  4  5  8 10 21 22 32 36 40 45 47 50 51 54 64 65 68 70
 9  5 2012   2 17 19 20 21 22 27 29 30 34 35 36 38 48 49 50 53 55 61 67
 9  6 2012   2  3  6 10 13 16 20 23 26 27 32 39 44 46 48 52 56 64 65 70
 9  7 2012   2  6  8 10 12 20 21 22 25 26 27 28 30 36 38 46 54 63 64 69
 9  8 2012   4  7 10 17 23 25 26 33 40 43 46 48 50 53 54 55 56 61 66 68
 9  9 2012   2  3  4  5  9 13 20 22 23 28 29 31 33 43 45 54 55 63 66 67
 9 10 2012   3  9 11 15 17 26 27 28 33 37 38 39 43 44 46 53 60 63 65 66
 9 11 2012   4  6 15 28 32 38 39 44 46 47 49 52 54 55 57 60 63 65 69 70
 9 12 2012   2  6 15 19 23 24 25 26 28 29 36 37 41 48 50 52 60 62 64 70
 9 13 2012   4  8  9 11 17 20 26 27 28 32 34 37 39 44 59 60 62 63 67 69
 9 14 2012   1  7 14 16 29 31 42 44 47 48 53 55 59 60 61 62 66 67 68 70
 9 15 2012   6 11 12 18 20 21 22 23 24 27 30 31 34 39 40 41 45 46 55 68
 9 16 2012   3  6  8 12 15 24 25 28 32 34 36 40 44 45 48 49 50 54 62 70
 9 17 2012   1  5 12 17 18 25 26 27 31 36 38 39 44 46 50 54 55 58 59 66
 9 18 2012   5  7  8  9 10 13 20 22 29 30 33 35 40 45 48 50 57 58 61 67
 9 19 2012   5  6 11 13 17 19 22 31 33 37 39 40 42 43 47 50 53 56 57 67
 9 20 2012   1  2  8 10 11 17 22 23 34 37 44 46 47 48 50 52 56 65 67 70
 9 21 2012   3  4  5  8  9 14 15 19 20 28 31 32 35 36 41 46 47 61 62 69
 9 22 2012   1  4 14 17 26 28 30 36 38 39 40 44 47 49 53 55 56 57 64 67
 9 23 2012   1  2  5 11 14 16 17 21 22 25 39 40 50 55 59 61 63 67 68 70
 9 24 2012   6 14 15 19 20 26 27 29 32 34 36 37 41 44 46 58 63 67 68 70
 9 25 2012   3  7 10 13 16 17 18 24 26 33 42 45 46 48 50 52 58 63 66 69
 9 26 2012   1 10 12 17 18 20 22 24 25 29 33 43 46 48 55 56 58 65 68 70
 9 27 2012   1  2  5 11 14 29 31 41 45 47 53 55 57 59 60 61 65 67 68 70
 9 28 2012   8 10 13 17 19 26 32 34 35 36 37 46 52 57 59 60 63 65 69 70
 9 29 2012   8 11 13 15 19 21 29 31 33 34 36 40 47 49 50 51 57 60 64 66
 9 30 2012  11 12 14 15 19 24 26 28 35 38 39 42 45 48 50 62 67 68 69 70
10  1 2012   6  9 10 11 12 17 18 27 28 32 38 41 45 46 51 52 53 54 57 67
10  2 2012   2  6  8 15 16 17 23 31 32 34 37 46 50 54 57 59 65 68 69 70
10  3 2012   5  6 10 14 18 19 22 23 26 27 33 34 38 43 45 50 52 57 59 62
10  4 2012   1  6 10 11 12 16 17 24 27 29 35 39 54 55 58 60 61 63 68 69
10  5 2012   3 10 11 13 20 25 26 30 31 34 36 49 51 52 56 57 58 65 67 68
10  6 2012   4  7 15 20 23 29 31 33 37 39 41 43 46 54 56 57 60 62 68 70
10  7 2012   2  9 10 13 17 19 24 28 31 33 42 47 49 53 56 59 64 65 68 70
10  8 2012   2  6  8  9 17 22 23 25 31 32 35 45 46 47 52 53 60 61 62 63
