cntcol LDV running on image 800x444, 4 bitplanes:
-------|--------------------
| Line | # unique colors |
|     0|                7|
|     1|                7|
|     2|                6|
|     3|                6|
|     4|                6|
|     5|                6|
|     6|                6|
|     7|                6|
|     8|                7|
|     9|                7|
|    10|                6|
|    11|                7|
|    12|                7|
|    13|                8|
|    14|                7|
|    15|                7|
|    16|                7|
|    17|                7|
|    18|                7|
|    19|                7|
|    20|                7|
|    21|                7|
|    22|                8|
|    23|                8|
|    24|                7|
|    25|                7|
|    26|                8|
|    27|                8|
|    28|                8|
|    29|                8|
|    30|                8|
|    31|                8|
|    32|                8|
|    33|                8|
|    34|                8|
|    35|                8|
|    36|                8|
|    37|                8|
|    38|                8|
|    39|                8|
|    40|                8|
|    41|                8|
|    42|                8|
|    43|                8|
|    44|                8|
|    45|                8|
|    46|                8|
|    47|                8|
|    48|                8|
|    49|                8|
|    50|                8|
|    51|                8|
|    52|                8|
|    53|                8|
|    54|                8|
|    55|                8|
|    56|                8|
|    57|                8|
|    58|                8|
|    59|                8|
|    60|                8|
|    61|                9|
|    62|                9|
|    63|                9|
|    64|                9|
|    65|                9|
|    66|                9|
|    67|                9|
|    68|                9|
|    69|               10|
|    70|               10|
|    71|               10|
|    72|                9|
|    73|               10|
|    74|                9|
|    75|                9|
|    76|               10|
|    77|                9|
|    78|                9|
|    79|               10|
|    80|               10|
|    81|               10|
|    82|                9|
|    83|               10|
|    84|                9|
|    85|               11|
|    86|               10|
|    87|               10|
|    88|               10|
|    89|               10|
|    90|               10|
|    91|               11|
|    92|               11|
|    93|               11|
|    94|               10|
|    95|               11|
|    96|               12|
|    97|               11|
|    98|               11|
|    99|               11|
|   100|               11|
|   101|               12|
|   102|               11|
|   103|               11|
|   104|               12|
|   105|               12|
|   106|               12|
|   107|               12|
|   108|               12|
|   109|               12|
|   110|               12|
|   111|               12|
|   112|               12|
|   113|               12|
|   114|               11|
|   115|               12|
|   116|               12|
|   117|               12|
|   118|               12|
|   119|               12|
|   120|               12|
|   121|               12|
|   122|               13|
|   123|               13|
|   124|               13|
|   125|               12|
|   126|               10|
|   127|                9|
|   128|                9|
|   129|                9|
|   130|                9|
|   131|                8|
|   132|                8|
|   133|                8|
|   134|                8|
|   135|                8|
|   136|                8|
|   137|                8|
|   138|                9|
|   139|                8|
|   140|                8|
|   141|                8|
|   142|                9|
|   143|                9|
|   144|               10|
|   145|                9|
|   146|                9|
|   147|                8|
|   148|                8|
|   149|                8|
|   150|                7|
|   151|                7|
|   152|                6|
|   153|                7|
|   154|                8|
|   155|                9|
|   156|                8|
|   157|                8|
|   158|                7|
|   159|                7|
|   160|               10|
|   161|               11|
|   162|               12|
|   163|               11|
|   164|               12|
|   165|               11|
|   166|               11|
|   167|               12|
|   168|               12|
|   169|               13|
|   170|               12|
|   171|               13|
|   172|               14|
|   173|               14|
|   174|               14|
|   175|               14|
|   176|               13|
|   177|               10|
|   178|               10|
|   179|               11|
|   180|               10|
|   181|                8|
|   182|                8|
|   183|                8|
|   184|                8|
|   185|                7|
|   186|                7|
|   187|                7|
|   188|                7|
|   189|                8|
|   190|                6|
|   191|                6|
|   192|                6|
|   193|                5|
|   194|                5|
|   195|                5|
|   196|                5|
|   197|                5|
|   198|                7|
|   199|                5|
|   200|                6|
|   201|                5|
|   202|                5|
|   203|                5|
|   204|                5|
|   205|                5|
|   206|                5|
|   207|                5|
|   208|                5|
|   209|                5|
|   210|                5|
|   211|                5|
|   212|                6|
|   213|                6|
|   214|                5|
|   215|                7|
|   216|                6|
|   217|                7|
|   218|                8|
|   219|                7|
|   220|                7|
|   221|                7|
|   222|                7|
|   223|                6|
|   224|                7|
|   225|                7|
|   226|                7|
|   227|                7|
|   228|                8|
|   229|                7|
|   230|                7|
|   231|                8|
|   232|                7|
|   233|                7|
|   234|                7|
|   235|                7|
|   236|                7|
|   237|                7|
|   238|                7|
|   239|                7|
|   240|                7|
|   241|                7|
|   242|                7|
|   243|                7|
|   244|                7|
|   245|                7|
|   246|                7|
|   247|                7|
|   248|                7|
|   249|                7|
|   250|                7|
|   251|                7|
|   252|                7|
|   253|                7|
|   254|                7|
|   255|                7|
|   256|                7|
|   257|                7|
|   258|                7|
|   259|                7|
|   260|                6|
|   261|                6|
|   262|                6|
|   263|                6|
|   264|                6|
|   265|                6|
|   266|                6|
|   267|                6|
|   268|                7|
|   269|                6|
|   270|                6|
|   271|                7|
|   272|                6|
|   273|                6|
|   274|                7|
|   275|                7|
|   276|                7|
|   277|                6|
|   278|                7|
|   279|                7|
|   280|                7|
|   281|                7|
|   282|                7|
|   283|                7|
|   284|                7|
|   285|                7|
|   286|                7|
|   287|                7|
|   288|                7|
|   289|                7|
|   290|                8|
|   291|                7|
|   292|                7|
|   293|                7|
|   294|                7|
|   295|                8|
|   296|                7|
|   297|                6|
|   298|                7|
|   299|                7|
|   300|                7|
|   301|                7|
|   302|                7|
|   303|                6|
|   304|                8|
|   305|                7|
|   306|                6|
|   307|                7|
|   308|                6|
|   309|                8|
|   310|                6|
|   311|                6|
|   312|                7|
|   313|                6|
|   314|                6|
|   315|                6|
|   316|                6|
|   317|                6|
|   318|                6|
|   319|                6|
|   320|                6|
|   321|                7|
|   322|                6|
|   323|                7|
|   324|                6|
|   325|                6|
|   326|                6|
|   327|                6|
|   328|                6|
|   329|                5|
|   330|                7|
