cntcol LDV running on image 320x200, 32 bitplanes:
-------|--------------------
| Line | # unique colors |
|     0|                1|
|     1|                1|
|     2|                1|
|     3|                1|
|     4|                1|
|     5|                1|
|     6|                1|
|     7|                1|
|     8|                1|
|     9|                1|
|    10|                1|
|    11|                1|
|    12|                1|
|    13|                1|
|    14|                1|
|    15|                1|
|    16|                1|
|    17|                1|
|    18|                2|
|    19|                2|
|    20|                2|
|    21|                2|
|    22|                3|
|    23|                3|
|    24|                3|
|    25|                3|
|    26|                3|
|    27|                3|
|    28|                3|
|    29|                3|
|    30|                3|
|    31|                3|
|    32|                3|
|    33|                3|
|    34|                3|
|    35|                3|
|    36|                3|
|    37|                3|
|    38|                3|
|    39|                3|
|    40|                3|
|    41|                3|
|    42|                3|
|    43|                3|
|    44|                3|
|    45|                3|
|    46|                3|
|    47|                3|
|    48|                3|
|    49|                3|
|    50|                3|
|    51|                3|
|    52|                3|
|    53|                3|
|    54|                3|
|    55|                3|
|    56|                3|
|    57|                3|
|    58|                3|
|    59|                3|
|    60|                3|
|    61|                3|
|    62|                3|
|    63|                3|
|    64|                3|
|    65|                3|
|    66|                3|
|    67|                3|
|    68|                3|
|    69|                3|
|    70|                3|
|    71|                3|
|    72|                3|
|    73|                3|
|    74|                3|
|    75|                3|
|    76|                3|
|    77|                3|
|    78|                3|
|    79|                3|
|    80|                3|
|    81|                2|
|    82|                2|
|    83|                2|
|    84|                2|
|    85|                2|
|    86|                2|
|    87|                2|
|    88|                2|
|    89|                2|
|    90|                2|
|    91|                2|
|    92|                2|
|    93|                2|
|    94|                2|
|    95|                2|
|    96|                2|
|    97|                2|
|    98|                2|
|    99|                2|
|   100|                2|
|   101|                2|
|   102|                2|
|   103|                2|
|   104|                2|
|   105|                2|
|   106|                3|
|   107|                2|
|   108|                2|
|   109|                2|
|   110|                2|
|   111|                2|
|   112|                2|
|   113|                2|
|   114|                2|
|   115|                2|
|   116|                2|
|   117|                2|
|   118|                2|
|   119|                2|
|   120|                2|
|   121|                2|
|   122|                2|
|   123|                2|
|   124|                2|
|   125|                2|
|   126|                2|
|   127|                2|
|   128|                2|
|   129|                2|
|   130|                2|
|   131|                2|
|   132|                2|
|   133|                2|
|   134|                2|
|   135|                2|
|   136|                2|
|   137|                2|
|   138|                2|
|   139|                2|
|   140|                2|
|   141|                2|
|   142|                2|
|   143|                2|
|   144|                2|
|   145|                1|
|   146|                1|
|   147|                1|
|   148|                1|
|   149|                1|
|   150|                1|
|   151|                1|
|   152|                1|
|   153|                1|
|   154|                1|
|   155|                1|
|   156|                1|
|   157|                1|
|   158|                1|
|   159|                1|
|   160|                1|
|   161|                1|
|   162|                1|
|   163|                1|
|   164|                1|
|   165|                1|
|   166|                1|
|   167|                1|
|   168|                1|
|   169|                1|
|   170|                1|
|   171|                1|
|   172|                1|
|   173|                1|
|   174|                1|
|   175|                1|
|   176|                1|
|   177|                1|
|   178|                1|
|   179|                1|
|   180|                1|
|   181|                1|
|   182|                1|
|   183|                1|
|   184|                1|
|   185|                1|
|   186|                1|
|   187|                1|
|   188|                1|
|   189|                1|
|   190|                1|
|   191|                1|
|   192|                1|
|   193|                1|
|   194|                1|
|   195|                1|
|   196|                1|
|   197|                1|
|   198|                1|
|   199|                1|
-------|------------------
|Total |                4|
-------|------------------
RAM used: 2049 KB
Computation time: 130 ms
