cntcol LDV running on image 1424x1001, 16 bitplanes:
-------|--------------------
| Line | # unique colors |
|     0|                2|
|     1|                2|
|     2|                2|
|     3|                2|
|     4|                2|
|     5|                2|
|     6|                2|
|     7|                2|
|     8|                2|
|     9|                2|
|    10|                2|
|    11|                2|
|    12|              385|
|    13|              396|
|    14|              402|
|    15|              404|
|    16|              398|
|    17|              410|
|    18|              406|
|    19|              402|
|    20|              391|
|    21|              396|
|    22|              386|
|    23|              404|
|    24|              403|
|    25|              412|
|    26|              391|
|    27|              407|
|    28|              391|
|    29|              401|
|    30|              393|
|    31|              404|
|    32|              402|
|    33|              413|
|    34|              426|
|    35|              402|
|    36|              419|
|    37|              420|
|    38|              406|
|    39|              413|
|    40|              410|
|    41|              411|
|    42|              412|
|    43|              408|
|    44|              416|
|    45|              407|
|    46|              408|
|    47|              417|
|    48|              424|
|    49|              408|
|    50|              395|
|    51|              387|
|    52|              384|
|    53|              391|
|    54|              400|
|    55|              401|
|    56|              401|
|    57|              390|
|    58|              403|
|    59|              423|
|    60|              427|
|    61|              423|
|    62|              441|
|    63|              457|
|    64|              439|
|    65|              446|
|    66|              453|
|    67|              458|
|    68|              458|
|    69|              465|
|    70|              451|
|    71|              468|
|    72|              459|
|    73|              460|
|    74|              462|
|    75|              460|
|    76|              465|
|    77|              478|
|    78|              472|
|    79|              448|
|    80|              454|
|    81|              469|
|    82|              463|
|    83|              453|
|    84|              468|
|    85|              462|
|    86|              471|
|    87|              469|
|    88|              472|
|    89|              482|
|    90|              477|
|    91|              467|
|    92|              477|
|    93|              467|
|    94|              478|
|    95|              467|
|    96|              445|
|    97|              428|
|    98|              431|
|    99|              415|
|   100|              421|
|   101|              408|
|   102|              398|
|   103|              403|
|   104|              407|
|   105|              403|
|   106|              406|
|   107|              402|
|   108|              422|
|   109|              402|
|   110|              406|
|   111|              421|
|   112|              419|
|   113|              422|
|   114|              428|
|   115|              438|
|   116|              432|
|   117|              449|
|   118|              445|
|   119|              444|
|   120|              471|
|   121|              472|
|   122|              455|
|   123|              455|
|   124|              468|
|   125|              449|
|   126|              437|
|   127|              461|
|   128|              455|
|   129|              459|
|   130|              472|
|   131|              468|
|   132|              453|
|   133|              458|
|   134|              449|
|   135|              432|
|   136|              436|
|   137|              437|
|   138|              445|
|   139|              459|
|   140|              452|
|   141|              477|
|   142|              477|
|   143|              475|
|   144|              466|
|   145|              487|
|   146|              504|
|   147|              501|
|   148|              475|
|   149|              496|
|   150|              474|
|   151|              477|
|   152|              477|
|   153|              478|
|   154|              496|
|   155|              487|
|   156|              502|
|   157|              486|
|   158|              476|
|   159|              470|
|   160|              440|
|   161|              436|
|   162|              434|
|   163|              419|
|   164|              432|
|   165|              433|
|   166|              420|
|   167|              415|
|   168|              416|
|   169|              419|
|   170|              419|
|   171|              399|
|   172|              405|
|   173|              406|
|   174|              411|
|   175|              416|
|   176|              408|
|   177|              398|
|   178|              407|
|   179|              399|
|   180|              390|
|   181|              411|
|   182|              421|
|   183|              424|
|   184|              425|
|   185|              441|
|   186|              436|
|   187|              443|
|   188|              452|
|   189|              446|
|   190|              460|
|   191|              462|
|   192|              455|
|   193|              452|
|   194|              453|
|   195|              452|
|   196|              437|
|   197|              437|
|   198|              443|
|   199|              457|
|   200|              466|
|   201|              476|
|   202|              475|
|   203|              474|
|   204|              471|
|   205|              475|
|   206|              482|
|   207|              490|
|   208|              479|
|   209|              489|
|   210|              498|
|   211|              510|
|   212|              498|
|   213|              515|
|   214|              504|
|   215|              511|
|   216|              498|
|   217|              495|
|   218|              493|
|   219|              506|
|   220|              489|
|   221|              488|
|   222|              511|
|   223|              519|
|   224|              513|
|   225|              507|
|   226|              529|
|   227|              525|
|   228|              518|
|   229|              518|
|   230|              513|
|   231|              513|
|   232|              519|
|   233|              496|
|   234|              520|
|   235|              507|
|   236|              499|
|   237|              485|
|   238|              514|
|   239|              505|
|   240|              488|
|   241|              505|
|   242|              496|
|   243|              480|
|   244|              492|
|   245|              479|
|   246|              489|
|   247|              495|
|   248|              474|
|   249|              462|
|   250|              465|
|   251|              475|
|   252|              461|
|   253|              458|
|   254|              468|
|   255|              470|
|   256|              474|
|   257|              468|
|   258|              458|
|   259|              462|
|   260|              480|
|   261|              475|
|   262|              484|
|   263|              485|
|   264|              496|
|   265|              506|
|   266|              491|
|   267|              490|
